Account#,Gross_TWR,qaswdfghj
70755476,0.483048237,gjhk
89372151,0.733207547,gjhk
99573952,0.889268448,gjhk
70198887,0.696373884,gjhk
64352682,0.736608863,gjhk
75208471,0.094355567,gjhk
20897994,0.135469505,gjhk
40689765,0.433841461,gjhk
24015193,0.120099215,gjhk
98297275,0.606295723,gjhk
72219467,0.296548618,gjhk
71983550,0.042477026,gjhk
59120229,0.027327926,gjhk
73479988,0.549772747,gjhk
80390221,0.562015356,gjhk
41009808,0.20198461,gjhk
71830542,0.714425551,gjhk
70311897,0.276474493,gjhk
30008519,0.152868431,gjhk
95315919,0.719916351,gjhk
52975545,0.761951303,gjhk
63593227,0.573114546,gjhk
74857913,0.477356845,gjhk
33400514,0.299296784,gjhk
63320839,0.589560032,gjhk
27579283,0.824098716,gjhk
19192229,0.794048044,gjhk
87230054,0.821574256,gjhk
62820890,0.556631602,gjhk
12148652,0.489647199,gjhk
40977768,0.228574349,gjhk
83466995,0.844973117,gjhk
54316498,0.929397565,gjhk
25673107,0.258612765,gjhk
41570678,0.414159318,gjhk
92774252,0.591570737,gjhk
20060121,0.806338496,gjhk
42999192,0.33755751,gjhk
35945827,0.788839853,gjhk
25200630,0.13005658,gjhk
66164504,0.454940381,gjhk
83235151,0.852181826,gjhk
48565202,0.724663556,gjhk
45093382,0.58804297,gjhk
13894789,0.415482166,gjhk
45242478,0.813601089,gjhk
19437465,0.802858844,gjhk
94789956,0.497645195,gjhk
82028564,0.361445894,gjhk
50909501,0.790514971,gjhk
42989804,0.297953893,gjhk
31034258,0.712275979,gjhk
38785649,0.784436731,gjhk
28380410,0.732412264,gjhk
77230392,0.427459064,gjhk
27099319,0.714448948,gjhk
79497459,0.756516682,gjhk
81984661,0.065048884,gjhk
61797905,0.247212989,gjhk
78328977,0.389188647,gjhk
46993246,0.544754603,gjhk
44672625,0.123168641,gjhk
46766842,0.003214467,gjhk
58929745,0.166384282,gjhk
56473527,0.990650249,gjhk
28611478,0.332264289,gjhk
14308394,0.22237179,gjhk
58741149,0.098298762,gjhk
80254009,0.852439532,gjhk
97485737,0.31604796,gjhk
27668531,0.978481362,gjhk
44380752,0.326172057,gjhk
40554153,0.744605494,gjhk
60190160,0.44840802,gjhk
32434456,0.726016705,gjhk
69484977,0.465500562,gjhk
35694162,0.320234992,gjhk
96318399,0.84574645,gjhk
77349280,0.468395834,gjhk
79003494,0.764841764,gjhk
20656178,0.540563455,gjhk
34198339,0.771737072,gjhk
42376154,0.369896559,gjhk
63713079,0.538248934,gjhk
21728088,0.833993766,gjhk
45107723,0.277397744,gjhk
29374551,0.942646695,gjhk
71365575,0.728086695,gjhk
35223722,0.572509932,gjhk
81448613,0.921724205,gjhk
66974881,0.87962846,gjhk
46193259,0.378641322,gjhk
92701471,0.361544416,gjhk
84617171,0.276097425,gjhk
33962549,0.651551091,gjhk
21668614,0.146920105,gjhk
82315932,0.878566527,gjhk
58483906,0.311544286,gjhk
62902808,0.59936981,gjhk
25963612,0.652082197,gjhk
21473500,0.385872012,gjhk
14546758,0.27379659,gjhk
62792558,0.74886227,gjhk
45577577,0.423804178,gjhk
75730031,0.865640186,gjhk
98599968,0.247936326,gjhk
67935914,0.170950946,gjhk
52375273,0.859448538,gjhk
58857745,0.613039919,gjhk
28166869,0.174704868,gjhk
97089198,0.213474937,gjhk
37340950,0.214002654,gjhk
43473472,0.642436333,gjhk
31127766,0.187205758,gjhk
57768107,0.770048357,gjhk
84543573,0.390441306,gjhk
54704050,0.880018727,gjhk
16536121,0.416222094,gjhk
13036636,0.615286654,gjhk
50109795,0.264358644,gjhk
31636797,0.020459377,gjhk
39867377,0.911043399,gjhk
18284286,0.138632768,gjhk
50041121,0.153741153,gjhk
65913297,0.368381975,gjhk
69268062,0.273392346,gjhk
26542322,0.337810603,gjhk
41266768,0.047176443,gjhk
89145862,0.798732535,gjhk
67371599,0.551740683,gjhk
94940986,0.053988318,gjhk
61272743,0.574106005,gjhk
36402557,0.358665672,gjhk
85969707,0.644039355,gjhk
51493115,0.41122987,gjhk
37490135,0.64606578,gjhk
13080498,0.88068018,gjhk
84137695,0.785850705,gjhk
74398902,0.123654803,gjhk
56337935,0.812795897,gjhk
51777812,0.530984892,gjhk
40360456,0.008980909,gjhk
45347044,0.070523891,gjhk
20057910,0.077134126,gjhk
45365469,0.424992526,gjhk
90166563,0.507180046,gjhk
41179053,0.057227303,gjhk
89230103,0.282873025,gjhk
11182058,0.047304801,gjhk
34846875,0.877929915,gjhk
79549898,0.23581101,gjhk
70514467,0.979278006,gjhk
55093837,0.578230311,gjhk
29838254,0.501839895,gjhk
64119617,0.992025177,gjhk
50414037,0.322455882,gjhk
87242369,0.378074543,gjhk
45452387,0.8145338,gjhk
97280506,0.057885056,gjhk
95197030,0.418827161,gjhk
34363563,0.403737053,gjhk
30869973,0.491000579,gjhk
86815318,0.353613863,gjhk
30158136,0.407615586,gjhk
92822217,0.881696151,gjhk
80828724,0.984995623,gjhk
35000487,0.31200251,gjhk
65001645,0.30639203,gjhk
23756702,0.902410756,gjhk
45472112,0.188917035,gjhk
84008031,0.962601782,gjhk
97680070,0.665303053,gjhk
45247021,0.709180425,gjhk
29480210,0.919818517,gjhk
67077688,0.644029465,gjhk
80519635,0.231582867,gjhk
54241840,0.44665688,gjhk
30037959,0.409491623,gjhk
75448936,0.311571366,gjhk
72093705,0.496386151,gjhk
16889654,0.459823166,gjhk
38365807,0.352751076,gjhk
90813479,0.707309165,gjhk
20517892,0.166207568,gjhk
30045036,0.852030588,gjhk
36319561,0.929904681,gjhk
14909581,0.763906727,gjhk
45475599,0.60558739,gjhk
64525331,0.452937011,gjhk
46326774,0.105244404,gjhk
56664802,0.732507396,gjhk
56568145,0.410393487,gjhk
68137682,0.380782017,gjhk
61057144,0.603904305,gjhk
61280927,0.967645038,gjhk
40679255,0.655712968,gjhk
45373044,0.593908752,gjhk
24254095,0.113442002,gjhk
80207489,0.452594286,gjhk
84721302,0.452757176,gjhk
76354085,0.071964322,gjhk
92144072,0.982543904,gjhk
76627306,0.261625646,gjhk
61094034,0.36785262,gjhk
80147095,0.178173203,gjhk
90148819,0.907027127,gjhk
80689360,0.324885066,gjhk
87770707,0.205172851,gjhk
84004855,0.746884034,gjhk
17711363,0.941375076,gjhk
32629247,0.385968809,gjhk
36803388,0.676359515,gjhk
23644015,0.651017591,gjhk
78460234,0.195773024,gjhk
45977935,0.251111702,gjhk
35805211,0.451056609,gjhk
71458549,0.74618916,gjhk
83750787,0.138590052,gjhk
37946649,0.069277907,gjhk
95791191,0.636962483,gjhk
37466266,0.090282011,gjhk
85495886,0.533488611,gjhk
10351188,0.085275118,gjhk
51537111,0.533261896,gjhk
55553179,0.445660657,gjhk
57699265,0.006864305,gjhk
59126226,0.320379805,gjhk
76591777,0.671363668,gjhk
53819776,0.369845398,gjhk
25364670,0.030809738,gjhk
13277303,0.982182093,gjhk
81796408,0.751494926,gjhk
23458903,0.51943929,gjhk
98834778,0.706972416,gjhk
19265817,0.184474515,gjhk
90708844,0.369397648,gjhk
20176003,0.372159954,gjhk
60368430,0.20733186,gjhk
20070346,0.502727459,gjhk
32904676,0.551608217,gjhk
63163600,0.206755155,gjhk
53526396,0.118715053,gjhk
34916624,0.139012604,gjhk
55988833,0.505654699,gjhk
51482904,0.28215966,gjhk
66843122,0.667186914,gjhk
36696588,0.442350684,gjhk
56182733,0.062420774,gjhk
39922680,0.010331349,gjhk
92607348,0.471411638,gjhk
13714055,0.732757656,gjhk
47227426,0.604003526,gjhk
61018979,0.027233133,gjhk
54173891,0.442975903,gjhk
17850862,0.786049468,gjhk
15286335,0.733574998,gjhk
13795223,0.97060188,gjhk
11304128,0.439159773,gjhk
84206009,0.392588315,gjhk
38282967,0.178398856,gjhk
48557230,0.989555099,gjhk
94816879,0.867114334,gjhk
59033599,0.341350739,gjhk
46937598,0.933389227,gjhk
50440776,0.150416487,gjhk
44776212,0.30324473,gjhk
23712290,0.120471785,gjhk
60352641,0.68520304,gjhk
94181521,0.032351919,gjhk
53649819,0.316467304,gjhk
82440504,0.064042001,gjhk
78838046,0.758212731,gjhk
31014869,0.828260878,gjhk
95371858,0.428191509,gjhk
97368436,0.977756983,gjhk
47423535,0.607753239,gjhk
65787313,0.880378108,gjhk
91479284,0.200193239,gjhk
42859916,0.257013718,gjhk
88625958,0.163397842,gjhk
80925856,0.370006673,gjhk
87641419,0.667376963,gjhk
10622600,0.335079591,gjhk
47122662,0.758199922,gjhk
98494179,0.080362109,gjhk
58582282,0.183096802,gjhk
80313693,0.068478244,gjhk
50164730,0.616779014,gjhk
40737384,0.007071041,gjhk
19066296,0.61167137,gjhk
91925353,0.387283584,gjhk
12067913,0.024124377,gjhk
26901514,0.236395045,gjhk
64656733,0.291078599,gjhk
77720222,0.565144916,gjhk
69026493,0.904265863,gjhk
27335974,0.017465793,gjhk
25427910,0.612752213,gjhk
10504474,0.935424801,gjhk
25594287,0.98464133,gjhk
84658025,0.308112393,gjhk
73739830,0.192553167,gjhk
65805972,0.165189827,gjhk
54920350,0.012674942,gjhk
12547852,0.218747515,gjhk
67920871,0.701744922,gjhk
59847398,0.626556795,gjhk
57694908,0.972879005,gjhk
52608382,0.992163903,gjhk
80643690,0.348897619,gjhk
52368081,0.686674285,gjhk
31325973,0.601152232,gjhk
16153593,0.954970146,gjhk
64737024,0.089938935,gjhk
45539449,0.367945416,gjhk
17476794,0.408623937,gjhk
90054318,0.273494701,gjhk
11576797,0.800835544,gjhk
25316774,0.961295702,gjhk
37001575,0.948792225,gjhk
88693518,0.553339722,gjhk
14502710,0.472931574,gjhk
55422469,0.188060314,gjhk
58493598,0.163956317,gjhk
39853328,0.298446269,gjhk
90053267,0.313725139,gjhk
67150253,0.577567196,gjhk
85164890,0.270075187,gjhk
83697516,0.6290811,gjhk
94410393,0.86754829,gjhk
10180578,0.459634444,gjhk
97698248,0.005900071,gjhk
43383914,0.354205357,gjhk
38536890,0.643718473,gjhk
50952598,0.374387405,gjhk
37905369,0.991469899,gjhk
78319941,0.682498624,gjhk
65102009,0.699002497,gjhk
44295053,0.354092948,gjhk
66467263,0.91767988,gjhk
75913158,0.788763682,gjhk
80644311,0.840658439,gjhk
66355294,0.182781104,gjhk
55325024,0.538353023,gjhk
10186212,0.653492185,gjhk
55051275,0.930815671,gjhk
65816361,0.84143226,gjhk
35586654,0.995235717,gjhk
25893901,0.893385377,gjhk
14230655,0.800949658,gjhk
49834531,0.772288777,gjhk
82818867,0.558571664,gjhk
50471481,0.101711288,gjhk
35483531,0.702607055,gjhk
35309670,0.766459593,gjhk
32886950,0.317485458,gjhk
23898549,0.304726276,gjhk
28473849,0.72932582,gjhk
64514354,0.837487875,gjhk
13365834,0.399006132,gjhk
73192544,0.968402517,gjhk
79493605,0.030917417,gjhk
31014265,0.101137973,gjhk
54955380,0.80626854,gjhk
42063305,0.325376667,gjhk
32331901,0.36163684,gjhk
87528293,0.070045537,gjhk
41594362,0.266660258,gjhk
52555246,0.443534721,gjhk
19343610,0.42742703,gjhk
67070612,0.90613763,gjhk
98438424,0.182393186,gjhk
35476513,0.153565773,gjhk
87883959,0.33891509,gjhk
66760710,0.690818241,gjhk
81928742,0.994057054,gjhk
90891671,0.557967918,gjhk
78330013,0.830805933,gjhk
78392463,0.987030357,gjhk
78645402,0.090695981,gjhk
58221711,0.289745895,gjhk
90838901,0.430173889,gjhk
78347560,0.326574249,gjhk
79240044,0.705537418,gjhk
16026309,0.904463372,gjhk
27377728,0.345424308,gjhk
44737086,0.035229687,gjhk
51077297,0.747321491,gjhk
75358301,0.400766727,gjhk
77639226,0.259198663,gjhk
40006000,0.735711397,gjhk
46108125,0.302278523,gjhk
43831092,0.071434521,gjhk
15796889,0.301921166,gjhk
32504340,0.533308796,gjhk
18465417,0.671511895,gjhk
61464469,0.810188932,gjhk
44057242,0.292596717,gjhk
73045472,0.384730798,gjhk
46481261,0.122987452,gjhk
30232172,0.337100107,gjhk
97183882,0.085404789,gjhk
98892883,0.791085154,gjhk
55943506,0.815591699,gjhk
19986841,0.106322319,gjhk
65135752,0.84598707,gjhk
37019376,0.340417752,gjhk
93290991,0.368819838,gjhk
53818834,0.132822026,gjhk
81244100,0.591987271,gjhk
28295069,0.043460016,gjhk
43266653,0.727862091,gjhk
57734686,0.234263703,gjhk
43198731,0.872194717,gjhk
47496792,0.970484885,gjhk
22889346,0.026489481,gjhk
76445767,0.110410234,gjhk
70238216,0.045008819,gjhk
80290465,0.43183444,gjhk
39838909,0.012114446,gjhk
10201185,0.694131954,gjhk
86079124,0.105337662,gjhk
79107147,0.763905153,gjhk
24516894,0.30396353,gjhk
54793106,0.833350137,gjhk
35796316,0.04485217,gjhk
46836173,0.212966385,gjhk
90332694,0.443968869,gjhk
49028123,0.865628386,gjhk
83420241,0.161528687,gjhk
74277756,0.723211458,gjhk
95909326,0.089525533,gjhk
97778363,0.061113877,gjhk
61006353,0.11394823,gjhk
76690021,0.284432362,gjhk
31346842,0.134007297,gjhk
45315411,0.456062443,gjhk
53562537,0.635865815,gjhk
28991035,0.776423007,gjhk
32471813,0.74880663,gjhk
88908340,0.731432591,gjhk
37306419,0.618316946,gjhk
20748957,0.514505442,gjhk
50502530,0.619315392,gjhk
72653683,0.316380163,gjhk
71459812,0.833645572,gjhk
83024397,0.397711978,gjhk
33337600,0.78821219,gjhk
75186754,0.695113177,gjhk
77206171,0.495485486,gjhk
21891870,0.521006201,gjhk
89837839,0.253428345,gjhk
92966161,0.298180396,gjhk
24332784,0.079167874,gjhk
95792132,0.155052192,gjhk
55275966,0.730269597,gjhk
78731958,0.16837047,gjhk
42025704,0.048147195,gjhk
76617635,0.349309668,gjhk
27617787,0.951185367,gjhk
61905408,0.542977503,gjhk
34813550,0.366029956,gjhk
72687543,0.931770346,gjhk
66019551,0.513866051,gjhk
25753813,0.17560858,gjhk
92682545,0.831635393,gjhk
20912289,0.322283593,gjhk
43320247,0.286340268,gjhk
27864714,0.623694638,gjhk
98022228,0.725093063,gjhk
32990094,0.871236047,gjhk
64367226,0.362174076,gjhk
32668664,0.861233755,gjhk
88677911,0.864292607,gjhk
90476364,0.951139684,gjhk
91919951,0.51227345,gjhk
33715614,0.339851004,gjhk
50907438,0.886173269,gjhk
38898032,0.695872763,gjhk
53246909,0.062379865,gjhk
92668168,0.344618308,gjhk
98397740,0.467744988,gjhk
95203757,0.372808067,gjhk
28184826,0.728389942,gjhk
40575057,0.383492465,gjhk
90370340,0.059821678,gjhk
45236168,0.086258922,gjhk
67508463,0.358525377,gjhk
40512654,0.738857338,gjhk
34197638,0.409527231,gjhk
12512624,0.4826046,gjhk
49819363,0.059253757,gjhk
78676386,0.624627391,gjhk
37457093,0.969416831,gjhk
47998666,0.509268881,gjhk
40703352,0.054923087,gjhk
21005941,0.024574215,gjhk
48594027,0.111411473,gjhk
95330868,0.759249003,gjhk
41389405,0.248886081,gjhk
38661584,0.967353017,gjhk
72647000,0.843124358,gjhk
50492647,0.699776281,gjhk
82433669,0.740048648,gjhk
54292488,0.768492368,gjhk
47707929,0.59154011,gjhk
52571034,0.115753531,gjhk
63773054,0.624252912,gjhk
90629650,0.561796162,gjhk
19269495,0.535929648,gjhk
24396763,0.014587885,gjhk
28641939,0.999608342,gjhk
80717364,0.479828345,gjhk
85181629,0.822517404,gjhk
38326412,0.563288276,gjhk
31967486,0.632780254,gjhk
84494738,0.201579287,gjhk
65539405,0.744328799,gjhk
76857675,0.412244035,gjhk
64908385,0.325410185,gjhk
61586098,0.04082413,gjhk
41892548,0.060549041,gjhk
12581979,0.910877662,gjhk
71399037,0.903860673,gjhk
61726468,0.384688383,gjhk
37797745,0.057467118,gjhk
83456997,0.665560738,gjhk
63882241,0.445286787,gjhk
55250652,0.389155879,gjhk
38170935,0.713965512,gjhk
48483768,0.227198172,gjhk
60376231,0.51136041,gjhk
50983730,0.501407237,gjhk
81038978,0.39060426,gjhk
49701579,0.077354271,gjhk
87066508,0.485651859,gjhk
68630510,0.839372134,gjhk
63534398,0.022174128,gjhk
53070150,0.568095021,gjhk
12623027,0.888958623,gjhk
65106337,0.528412054,gjhk
21135157,0.86609961,gjhk
65959376,0.1410396,gjhk
67109577,0.957112434,gjhk
66960622,0.205370258,gjhk
67330303,0.349023573,gjhk
76649238,0.432405993,gjhk
70560524,0.892027345,gjhk
39444900,0.341929069,gjhk
85153720,0.382430244,gjhk
84656024,0.262443877,gjhk
92308996,0.889741338,gjhk
42008227,0.775475767,gjhk
64155968,0.604566833,gjhk
36759634,0.459693555,gjhk
53339267,0.49750615,gjhk
15543672,0.402751636,gjhk
13767671,0.868880133,gjhk
12139546,0.998547962,gjhk
76010991,0.841911546,gjhk
84878186,0.602674934,gjhk
38496653,0.900430477,gjhk
19768487,0.269492058,gjhk
85543682,0.322098932,gjhk
66300291,0.728394549,gjhk
43944812,0.804338501,gjhk
87408632,0.529472888,gjhk
46380494,0.416611988,gjhk
38382157,0.752994809,gjhk
39469021,0.018286571,gjhk
62535424,0.283317782,gjhk
72516886,0.278175352,gjhk
10697211,0.200924809,gjhk
12661517,0.615246724,gjhk
87322095,0.282161945,gjhk
83278844,0.030572707,gjhk
91706353,0.405307579,gjhk
85429464,0.420313124,gjhk
68656308,0.082205866,gjhk
88237800,0.63989074,gjhk
40584987,0.212247389,gjhk
29988042,0.411032122,gjhk
44126116,0.049924862,gjhk
83843076,0.057237297,gjhk
14953639,0.178408244,gjhk
28049421,0.682992788,gjhk
47902529,0.984326522,gjhk
99907834,0.81331169,gjhk
14210209,0.862601035,gjhk
48022703,0.790900406,gjhk
13428303,0.149366199,gjhk
71511487,0.578553263,gjhk
78003702,0.790124554,gjhk
66319988,0.27654611,gjhk
48683711,0.687526256,gjhk
99503267,0.945593526,gjhk
21770672,0.103823196,gjhk
61305475,0.37029931,gjhk
59041983,0.415282708,gjhk
22925942,0.996374874,gjhk
89254790,0.377504625,gjhk
27718588,0.956521296,gjhk
86679176,0.065531408,gjhk
37003400,0.005342683,gjhk
45320593,0.613488888,gjhk
52124944,0.050764095,gjhk
49190936,0.797585262,gjhk
55680148,0.946110835,gjhk
93122288,0.237984144,gjhk
88700940,0.93197557,gjhk
72903380,0.76899035,gjhk
48737987,0.248555974,gjhk
52029500,0.7170344,gjhk
89325159,0.213554884,gjhk
25196973,0.886875592,gjhk
24306367,0.354260047,gjhk
15448212,0.514577755,gjhk
42212435,0.179129294,gjhk
39114291,0.659815687,gjhk
65267575,0.668361503,gjhk
53060437,0.083665674,gjhk
59174276,0.985555608,gjhk
40005939,0.520080511,gjhk
69322559,0.875572617,gjhk
82408433,0.919237194,gjhk
50470118,0.687515718,gjhk
87399016,0.802845646,gjhk
80861275,0.243186668,gjhk
87928531,0.245688313,gjhk
23206549,0.085081362,gjhk
36033582,0.076590751,gjhk
32165996,0.487561329,gjhk
56211807,0.331674881,gjhk
82063914,0.521702353,gjhk
34198585,0.519786084,gjhk
40355575,0.238687806,gjhk
99246219,0.723923538,gjhk
51591378,0.974785518,gjhk
42156512,0.63473768,gjhk
44301499,0.608942565,gjhk
36296465,0.183830718,gjhk
27156742,0.994661706,gjhk
59913938,0.771259192,gjhk
21970035,0.025864231,gjhk
94198482,0.800498498,gjhk
49662357,0.676590492,gjhk
55044309,0.566344236,gjhk
41505493,0.703536244,gjhk
13846330,0.473895544,gjhk
30130502,0.986644657,gjhk
26590559,0.890161494,gjhk
61393993,0.423512189,gjhk
32722215,0.038254165,gjhk
83041669,0.853220802,gjhk
34928898,0.548664718,gjhk
65842780,0.02954567,gjhk
53840329,0.413882526,gjhk
88462887,0.794265158,gjhk
59435413,0.890750922,gjhk
32548561,0.237047516,gjhk
33122743,0.968243405,gjhk
55968104,0.82422495,gjhk
26866027,0.217194675,gjhk
86196715,0.949525584,gjhk
32835621,0.351991193,gjhk
44548981,0.118785517,gjhk
71563853,0.371499947,gjhk
31822533,0.275700799,gjhk
87790031,0.036650672,gjhk
53503108,0.291713715,gjhk
81057305,0.926557412,gjhk
33509530,0.585386188,gjhk
55616615,0.272593459,gjhk
51230251,0.800846016,gjhk
62162275,0.377186203,gjhk
97664528,0.216739198,gjhk
32818953,0.64207864,gjhk
94140982,0.779564004,gjhk
93240981,0.551484951,gjhk
65039728,0.584024937,gjhk
48730495,0.291795345,gjhk
57168513,0.232347312,gjhk
88913009,0.682638081,gjhk
82819323,0.337929014,gjhk
81862952,0.242957056,gjhk
30915872,0.789639911,gjhk
88976406,0.786665542,gjhk
29839623,0.525574627,gjhk
20001483,0.395212372,gjhk
31808136,0.351935662,gjhk
49598192,0.986625365,gjhk
42275033,0.916786264,gjhk
46857623,0.356809503,gjhk
58016379,0.43126704,gjhk
42270522,0.684615226,gjhk
41637478,0.813539637,gjhk
86559036,0.493194349,gjhk
96051208,0.498899863,gjhk
33958062,0.44710833,gjhk
30965926,0.382413345,gjhk
91292167,0.598703583,gjhk
47298920,0.732877728,gjhk
43479137,0.528045447,gjhk
90004583,0.535119266,gjhk
